,Start,Finish,Steps (count),Day of week,hour,date
1751,2022-03-14 23:00:00,15-Mar-2022 00:00,0,Monday,23,2022-03-14
1752,2022-03-15 00:00:00,15-Mar-2022 01:00,0,Tuesday,0,2022-03-15
1753,2022-03-15 01:00:00,15-Mar-2022 02:00,0,Tuesday,1,2022-03-15
1754,2022-03-15 02:00:00,15-Mar-2022 03:00,0,Tuesday,2,2022-03-15
1755,2022-03-15 03:00:00,15-Mar-2022 04:00,0,Tuesday,3,2022-03-15
1756,2022-03-15 04:00:00,15-Mar-2022 05:00,0,Tuesday,4,2022-03-15
1757,2022-03-15 05:00:00,15-Mar-2022 06:00,0,Tuesday,5,2022-03-15
1758,2022-03-15 06:00:00,15-Mar-2022 07:00,342,Tuesday,6,2022-03-15
1759,2022-03-15 07:00:00,15-Mar-2022 08:00,172,Tuesday,7,2022-03-15
1760,2022-03-15 08:00:00,15-Mar-2022 09:00,348,Tuesday,8,2022-03-15
1761,2022-03-15 09:00:00,15-Mar-2022 10:00,391,Tuesday,9,2022-03-15
1762,2022-03-15 10:00:00,15-Mar-2022 11:00,67,Tuesday,10,2022-03-15
1763,2022-03-15 11:00:00,15-Mar-2022 12:00,679,Tuesday,11,2022-03-15
1764,2022-03-15 12:00:00,15-Mar-2022 13:00,108,Tuesday,12,2022-03-15
1765,2022-03-15 13:00:00,15-Mar-2022 14:00,247,Tuesday,13,2022-03-15
1766,2022-03-15 14:00:00,15-Mar-2022 15:00,2349,Tuesday,14,2022-03-15
1767,2022-03-15 15:00:00,15-Mar-2022 16:00,936,Tuesday,15,2022-03-15
1768,2022-03-15 16:00:00,15-Mar-2022 17:00,349,Tuesday,16,2022-03-15
1769,2022-03-15 17:00:00,15-Mar-2022 18:00,466,Tuesday,17,2022-03-15
1770,2022-03-15 18:00:00,15-Mar-2022 19:00,50,Tuesday,18,2022-03-15
1771,2022-03-15 19:00:00,15-Mar-2022 20:00,0,Tuesday,19,2022-03-15
1772,2022-03-15 20:00:00,15-Mar-2022 21:00,229,Tuesday,20,2022-03-15
1773,2022-03-15 21:00:00,15-Mar-2022 22:00,20,Tuesday,21,2022-03-15
1774,2022-03-15 22:00:00,15-Mar-2022 23:00,72,Tuesday,22,2022-03-15
1775,2022-03-15 23:00:00,16-Mar-2022 00:00,0,Tuesday,23,2022-03-15
1776,2022-03-16 00:00:00,16-Mar-2022 01:00,0,Wednesday,0,2022-03-16
1777,2022-03-16 01:00:00,16-Mar-2022 02:00,0,Wednesday,1,2022-03-16
1778,2022-03-16 02:00:00,16-Mar-2022 03:00,0,Wednesday,2,2022-03-16
1779,2022-03-16 03:00:00,16-Mar-2022 04:00,0,Wednesday,3,2022-03-16
1780,2022-03-16 04:00:00,16-Mar-2022 05:00,0,Wednesday,4,2022-03-16
1781,2022-03-16 05:00:00,16-Mar-2022 06:00,0,Wednesday,5,2022-03-16
1782,2022-03-16 06:00:00,16-Mar-2022 07:00,331,Wednesday,6,2022-03-16
1783,2022-03-16 07:00:00,16-Mar-2022 08:00,702,Wednesday,7,2022-03-16
1784,2022-03-16 08:00:00,16-Mar-2022 09:00,60,Wednesday,8,2022-03-16
1785,2022-03-16 09:00:00,16-Mar-2022 10:00,282,Wednesday,9,2022-03-16
1786,2022-03-16 10:00:00,16-Mar-2022 11:00,112,Wednesday,10,2022-03-16
1787,2022-03-16 11:00:00,16-Mar-2022 12:00,1279,Wednesday,11,2022-03-16
1788,2022-03-16 12:00:00,16-Mar-2022 13:00,127,Wednesday,12,2022-03-16
1789,2022-03-16 13:00:00,16-Mar-2022 14:00,0,Wednesday,13,2022-03-16
1790,2022-03-16 14:00:00,16-Mar-2022 15:00,433,Wednesday,14,2022-03-16
1791,2022-03-16 15:00:00,16-Mar-2022 16:00,379,Wednesday,15,2022-03-16
1792,2022-03-16 16:00:00,16-Mar-2022 17:00,1810,Wednesday,16,2022-03-16
1793,2022-03-16 17:00:00,16-Mar-2022 18:00,1565,Wednesday,17,2022-03-16
1794,2022-03-16 18:00:00,16-Mar-2022 19:00,80,Wednesday,18,2022-03-16
1795,2022-03-16 19:00:00,16-Mar-2022 20:00,256,Wednesday,19,2022-03-16
1796,2022-03-16 20:00:00,16-Mar-2022 21:00,103,Wednesday,20,2022-03-16
1797,2022-03-16 21:00:00,16-Mar-2022 22:00,97,Wednesday,21,2022-03-16
1798,2022-03-16 22:00:00,16-Mar-2022 23:00,57,Wednesday,22,2022-03-16
1799,2022-03-16 23:00:00,17-Mar-2022 00:00,0,Wednesday,23,2022-03-16
1800,2022-03-17 00:00:00,17-Mar-2022 01:00,0,Thursday,0,2022-03-17
1801,2022-03-17 01:00:00,17-Mar-2022 02:00,0,Thursday,1,2022-03-17
1802,2022-03-17 02:00:00,17-Mar-2022 03:00,0,Thursday,2,2022-03-17
1803,2022-03-17 03:00:00,17-Mar-2022 04:00,0,Thursday,3,2022-03-17
1804,2022-03-17 04:00:00,17-Mar-2022 05:00,0,Thursday,4,2022-03-17
1805,2022-03-17 05:00:00,17-Mar-2022 06:00,0,Thursday,5,2022-03-17
1806,2022-03-17 06:00:00,17-Mar-2022 07:00,139,Thursday,6,2022-03-17
1807,2022-03-17 07:00:00,17-Mar-2022 08:00,3552,Thursday,7,2022-03-17
1808,2022-03-17 08:00:00,17-Mar-2022 09:00,236,Thursday,8,2022-03-17
1809,2022-03-17 09:00:00,17-Mar-2022 10:00,1604,Thursday,9,2022-03-17
1810,2022-03-17 10:00:00,17-Mar-2022 11:00,703,Thursday,10,2022-03-17
1811,2022-03-17 11:00:00,17-Mar-2022 12:00,27,Thursday,11,2022-03-17
1812,2022-03-17 12:00:00,17-Mar-2022 13:00,0,Thursday,12,2022-03-17
1813,2022-03-17 13:00:00,17-Mar-2022 14:00,302,Thursday,13,2022-03-17
1814,2022-03-17 14:00:00,17-Mar-2022 15:00,255,Thursday,14,2022-03-17
1815,2022-03-17 15:00:00,17-Mar-2022 16:00,9,Thursday,15,2022-03-17
1816,2022-03-17 16:00:00,17-Mar-2022 17:00,90,Thursday,16,2022-03-17
1817,2022-03-17 17:00:00,17-Mar-2022 18:00,709,Thursday,17,2022-03-17
1818,2022-03-17 18:00:00,17-Mar-2022 19:00,76,Thursday,18,2022-03-17
1819,2022-03-17 19:00:00,17-Mar-2022 20:00,0,Thursday,19,2022-03-17
1820,2022-03-17 20:00:00,17-Mar-2022 21:00,154,Thursday,20,2022-03-17
1821,2022-03-17 21:00:00,17-Mar-2022 22:00,125,Thursday,21,2022-03-17
1822,2022-03-17 22:00:00,17-Mar-2022 23:00,38,Thursday,22,2022-03-17
1823,2022-03-17 23:00:00,18-Mar-2022 00:00,0,Thursday,23,2022-03-17
1824,2022-03-18 00:00:00,18-Mar-2022 01:00,0,Friday,0,2022-03-18
1825,2022-03-18 01:00:00,18-Mar-2022 02:00,0,Friday,1,2022-03-18
1826,2022-03-18 02:00:00,18-Mar-2022 03:00,0,Friday,2,2022-03-18
1827,2022-03-18 03:00:00,18-Mar-2022 04:00,0,Friday,3,2022-03-18
1828,2022-03-18 04:00:00,18-Mar-2022 05:00,0,Friday,4,2022-03-18
1829,2022-03-18 05:00:00,18-Mar-2022 06:00,0,Friday,5,2022-03-18
1830,2022-03-18 06:00:00,18-Mar-2022 07:00,248,Friday,6,2022-03-18
1831,2022-03-18 07:00:00,18-Mar-2022 08:00,1231,Friday,7,2022-03-18
1832,2022-03-18 08:00:00,18-Mar-2022 09:00,115,Friday,8,2022-03-18
1833,2022-03-18 09:00:00,18-Mar-2022 10:00,2619,Friday,9,2022-03-18
1834,2022-03-18 10:00:00,18-Mar-2022 11:00,953,Friday,10,2022-03-18
1835,2022-03-18 11:00:00,18-Mar-2022 12:00,247,Friday,11,2022-03-18
1836,2022-03-18 12:00:00,18-Mar-2022 13:00,2096,Friday,12,2022-03-18
1837,2022-03-18 13:00:00,18-Mar-2022 14:00,809,Friday,13,2022-03-18
1838,2022-03-18 14:00:00,18-Mar-2022 15:00,459,Friday,14,2022-03-18
1839,2022-03-18 15:00:00,18-Mar-2022 16:00,276,Friday,15,2022-03-18
1840,2022-03-18 16:00:00,18-Mar-2022 17:00,337,Friday,16,2022-03-18
1841,2022-03-18 17:00:00,18-Mar-2022 18:00,1789,Friday,17,2022-03-18
1842,2022-03-18 18:00:00,18-Mar-2022 19:00,240,Friday,18,2022-03-18
1843,2022-03-18 19:00:00,18-Mar-2022 20:00,255,Friday,19,2022-03-18
1844,2022-03-18 20:00:00,18-Mar-2022 21:00,355,Friday,20,2022-03-18
1845,2022-03-18 21:00:00,18-Mar-2022 22:00,0,Friday,21,2022-03-18
1846,2022-03-18 22:00:00,18-Mar-2022 23:00,0,Friday,22,2022-03-18
1847,2022-03-18 23:00:00,19-Mar-2022 00:00,24,Friday,23,2022-03-18
1848,2022-03-19 00:00:00,19-Mar-2022 01:00,0,Saturday,0,2022-03-19
1849,2022-03-19 01:00:00,19-Mar-2022 02:00,0,Saturday,1,2022-03-19
1850,2022-03-19 02:00:00,19-Mar-2022 03:00,0,Saturday,2,2022-03-19
1851,2022-03-19 03:00:00,19-Mar-2022 04:00,0,Saturday,3,2022-03-19
1852,2022-03-19 04:00:00,19-Mar-2022 05:00,0,Saturday,4,2022-03-19
1853,2022-03-19 05:00:00,19-Mar-2022 06:00,0,Saturday,5,2022-03-19
1854,2022-03-19 06:00:00,19-Mar-2022 07:00,0,Saturday,6,2022-03-19
1855,2022-03-19 07:00:00,19-Mar-2022 08:00,139,Saturday,7,2022-03-19
1856,2022-03-19 08:00:00,19-Mar-2022 09:00,66,Saturday,8,2022-03-19
1857,2022-03-19 09:00:00,19-Mar-2022 10:00,0,Saturday,9,2022-03-19
1858,2022-03-19 10:00:00,19-Mar-2022 11:00,197,Saturday,10,2022-03-19
1859,2022-03-19 11:00:00,19-Mar-2022 12:00,1059,Saturday,11,2022-03-19
1860,2022-03-19 12:00:00,19-Mar-2022 13:00,1180,Saturday,12,2022-03-19
1861,2022-03-19 13:00:00,19-Mar-2022 14:00,0,Saturday,13,2022-03-19
1862,2022-03-19 14:00:00,19-Mar-2022 15:00,283,Saturday,14,2022-03-19
1863,2022-03-19 15:00:00,19-Mar-2022 16:00,438,Saturday,15,2022-03-19
1864,2022-03-19 16:00:00,19-Mar-2022 17:00,313,Saturday,16,2022-03-19
1865,2022-03-19 17:00:00,19-Mar-2022 18:00,465,Saturday,17,2022-03-19
1866,2022-03-19 18:00:00,19-Mar-2022 19:00,2002,Saturday,18,2022-03-19
1867,2022-03-19 19:00:00,19-Mar-2022 20:00,155,Saturday,19,2022-03-19
1868,2022-03-19 20:00:00,19-Mar-2022 21:00,133,Saturday,20,2022-03-19
1869,2022-03-19 21:00:00,19-Mar-2022 22:00,1654,Saturday,21,2022-03-19
1870,2022-03-19 22:00:00,19-Mar-2022 23:00,262,Saturday,22,2022-03-19
1871,2022-03-19 23:00:00,20-Mar-2022 00:00,44,Saturday,23,2022-03-19
1872,2022-03-20 00:00:00,20-Mar-2022 01:00,0,Sunday,0,2022-03-20
1873,2022-03-20 01:00:00,20-Mar-2022 02:00,0,Sunday,1,2022-03-20
1874,2022-03-20 02:00:00,20-Mar-2022 03:00,0,Sunday,2,2022-03-20
1875,2022-03-20 03:00:00,20-Mar-2022 04:00,0,Sunday,3,2022-03-20
1876,2022-03-20 04:00:00,20-Mar-2022 05:00,0,Sunday,4,2022-03-20
1877,2022-03-20 05:00:00,20-Mar-2022 06:00,0,Sunday,5,2022-03-20
1878,2022-03-20 06:00:00,20-Mar-2022 07:00,0,Sunday,6,2022-03-20
1879,2022-03-20 07:00:00,20-Mar-2022 08:00,0,Sunday,7,2022-03-20
1880,2022-03-20 08:00:00,20-Mar-2022 09:00,0,Sunday,8,2022-03-20
1881,2022-03-20 09:00:00,20-Mar-2022 10:00,36,Sunday,9,2022-03-20
1882,2022-03-20 10:00:00,20-Mar-2022 11:00,267,Sunday,10,2022-03-20
1883,2022-03-20 11:00:00,20-Mar-2022 12:00,239,Sunday,11,2022-03-20
1884,2022-03-20 12:00:00,20-Mar-2022 13:00,483,Sunday,12,2022-03-20
1885,2022-03-20 13:00:00,20-Mar-2022 14:00,1133,Sunday,13,2022-03-20
1886,2022-03-20 14:00:00,20-Mar-2022 15:00,690,Sunday,14,2022-03-20
1887,2022-03-20 15:00:00,20-Mar-2022 16:00,2277,Sunday,15,2022-03-20
1888,2022-03-20 16:00:00,20-Mar-2022 17:00,383,Sunday,16,2022-03-20
1889,2022-03-20 17:00:00,20-Mar-2022 18:00,70,Sunday,17,2022-03-20
1890,2022-03-20 18:00:00,20-Mar-2022 19:00,804,Sunday,18,2022-03-20
1891,2022-03-20 19:00:00,20-Mar-2022 20:00,832,Sunday,19,2022-03-20
1892,2022-03-20 20:00:00,20-Mar-2022 21:00,1112,Sunday,20,2022-03-20
1893,2022-03-20 21:00:00,20-Mar-2022 22:00,10,Sunday,21,2022-03-20
1894,2022-03-20 22:00:00,20-Mar-2022 23:00,44,Sunday,22,2022-03-20
1895,2022-03-20 23:00:00,21-Mar-2022 00:00,0,Sunday,23,2022-03-20
1896,2022-03-21 00:00:00,21-Mar-2022 01:00,0,Monday,0,2022-03-21
1897,2022-03-21 01:00:00,21-Mar-2022 02:00,0,Monday,1,2022-03-21
1898,2022-03-21 02:00:00,21-Mar-2022 03:00,0,Monday,2,2022-03-21
1899,2022-03-21 03:00:00,21-Mar-2022 04:00,0,Monday,3,2022-03-21
1900,2022-03-21 04:00:00,21-Mar-2022 05:00,0,Monday,4,2022-03-21
1901,2022-03-21 05:00:00,21-Mar-2022 06:00,0,Monday,5,2022-03-21
1902,2022-03-21 06:00:00,21-Mar-2022 07:00,326,Monday,6,2022-03-21
1903,2022-03-21 07:00:00,21-Mar-2022 08:00,1214,Monday,7,2022-03-21
1904,2022-03-21 08:00:00,21-Mar-2022 09:00,51,Monday,8,2022-03-21
1905,2022-03-21 09:00:00,21-Mar-2022 10:00,425,Monday,9,2022-03-21
1906,2022-03-21 10:00:00,21-Mar-2022 11:00,281,Monday,10,2022-03-21
1907,2022-03-21 11:00:00,21-Mar-2022 12:00,1366,Monday,11,2022-03-21
1908,2022-03-21 12:00:00,21-Mar-2022 13:00,1774,Monday,12,2022-03-21
1909,2022-03-21 13:00:00,21-Mar-2022 14:00,130,Monday,13,2022-03-21
1910,2022-03-21 14:00:00,21-Mar-2022 15:00,195,Monday,14,2022-03-21
1911,2022-03-21 15:00:00,21-Mar-2022 16:00,301,Monday,15,2022-03-21
1912,2022-03-21 16:00:00,21-Mar-2022 17:00,3130,Monday,16,2022-03-21
1913,2022-03-21 17:00:00,21-Mar-2022 18:00,312,Monday,17,2022-03-21
1914,2022-03-21 18:00:00,21-Mar-2022 19:00,119,Monday,18,2022-03-21
1915,2022-03-21 19:00:00,21-Mar-2022 20:00,200,Monday,19,2022-03-21
1916,2022-03-21 20:00:00,21-Mar-2022 21:00,19,Monday,20,2022-03-21
1917,2022-03-21 21:00:00,21-Mar-2022 22:00,0,Monday,21,2022-03-21
1918,2022-03-21 22:00:00,21-Mar-2022 23:00,207,Monday,22,2022-03-21
1919,2022-03-21 23:00:00,22-Mar-2022 00:00,0,Monday,23,2022-03-21
1920,2022-03-22 00:00:00,22-Mar-2022 01:00,0,Tuesday,0,2022-03-22
1921,2022-03-22 01:00:00,22-Mar-2022 02:00,0,Tuesday,1,2022-03-22
1922,2022-03-22 02:00:00,22-Mar-2022 03:00,0,Tuesday,2,2022-03-22
1923,2022-03-22 03:00:00,22-Mar-2022 04:00,0,Tuesday,3,2022-03-22
1924,2022-03-22 04:00:00,22-Mar-2022 05:00,0,Tuesday,4,2022-03-22
1925,2022-03-22 05:00:00,22-Mar-2022 06:00,0,Tuesday,5,2022-03-22
1926,2022-03-22 06:00:00,22-Mar-2022 07:00,0,Tuesday,6,2022-03-22
1927,2022-03-22 07:00:00,22-Mar-2022 08:00,1310,Tuesday,7,2022-03-22
1928,2022-03-22 08:00:00,22-Mar-2022 09:00,4823,Tuesday,8,2022-03-22
1929,2022-03-22 09:00:00,22-Mar-2022 10:00,184,Tuesday,9,2022-03-22
1930,2022-03-22 10:00:00,22-Mar-2022 11:00,317,Tuesday,10,2022-03-22
1931,2022-03-22 11:00:00,22-Mar-2022 12:00,1232,Tuesday,11,2022-03-22
1932,2022-03-22 12:00:00,22-Mar-2022 13:00,1988,Tuesday,12,2022-03-22
1933,2022-03-22 13:00:00,22-Mar-2022 14:00,261,Tuesday,13,2022-03-22
1934,2022-03-22 14:00:00,22-Mar-2022 15:00,1533,Tuesday,14,2022-03-22
1935,2022-03-22 15:00:00,22-Mar-2022 16:00,97,Tuesday,15,2022-03-22
1936,2022-03-22 16:00:00,22-Mar-2022 17:00,169,Tuesday,16,2022-03-22
1937,2022-03-22 17:00:00,22-Mar-2022 18:00,2280,Tuesday,17,2022-03-22
1938,2022-03-22 18:00:00,22-Mar-2022 19:00,89,Tuesday,18,2022-03-22
1939,2022-03-22 19:00:00,22-Mar-2022 20:00,185,Tuesday,19,2022-03-22
1940,2022-03-22 20:00:00,22-Mar-2022 21:00,73,Tuesday,20,2022-03-22
1941,2022-03-22 21:00:00,22-Mar-2022 22:00,189,Tuesday,21,2022-03-22
1942,2022-03-22 22:00:00,22-Mar-2022 23:00,130,Tuesday,22,2022-03-22
1943,2022-03-22 23:00:00,23-Mar-2022 00:00,232,Tuesday,23,2022-03-22
1944,2022-03-23 00:00:00,23-Mar-2022 01:00,0,Wednesday,0,2022-03-23
1945,2022-03-23 01:00:00,23-Mar-2022 02:00,0,Wednesday,1,2022-03-23
1946,2022-03-23 02:00:00,23-Mar-2022 03:00,0,Wednesday,2,2022-03-23
1947,2022-03-23 03:00:00,23-Mar-2022 04:00,0,Wednesday,3,2022-03-23
1948,2022-03-23 04:00:00,23-Mar-2022 05:00,0,Wednesday,4,2022-03-23
1949,2022-03-23 05:00:00,23-Mar-2022 06:00,0,Wednesday,5,2022-03-23
1950,2022-03-23 06:00:00,23-Mar-2022 07:00,269,Wednesday,6,2022-03-23
1951,2022-03-23 07:00:00,23-Mar-2022 08:00,1119,Wednesday,7,2022-03-23
1952,2022-03-23 08:00:00,23-Mar-2022 09:00,25,Wednesday,8,2022-03-23
1953,2022-03-23 09:00:00,23-Mar-2022 10:00,525,Wednesday,9,2022-03-23
1954,2022-03-23 10:00:00,23-Mar-2022 11:00,175,Wednesday,10,2022-03-23
1955,2022-03-23 11:00:00,23-Mar-2022 12:00,426,Wednesday,11,2022-03-23
1956,2022-03-23 12:00:00,23-Mar-2022 13:00,2426,Wednesday,12,2022-03-23
1957,2022-03-23 13:00:00,23-Mar-2022 14:00,158,Wednesday,13,2022-03-23
1958,2022-03-23 14:00:00,23-Mar-2022 15:00,64,Wednesday,14,2022-03-23
1959,2022-03-23 15:00:00,23-Mar-2022 16:00,41,Wednesday,15,2022-03-23
1960,2022-03-23 16:00:00,23-Mar-2022 17:00,886,Wednesday,16,2022-03-23
1961,2022-03-23 17:00:00,23-Mar-2022 18:00,611,Wednesday,17,2022-03-23
1962,2022-03-23 18:00:00,23-Mar-2022 19:00,0,Wednesday,18,2022-03-23
1963,2022-03-23 19:00:00,23-Mar-2022 20:00,236,Wednesday,19,2022-03-23
1964,2022-03-23 20:00:00,23-Mar-2022 21:00,0,Wednesday,20,2022-03-23
1965,2022-03-23 21:00:00,23-Mar-2022 22:00,118,Wednesday,21,2022-03-23
1966,2022-03-23 22:00:00,23-Mar-2022 23:00,14,Wednesday,22,2022-03-23
1967,2022-03-23 23:00:00,24-Mar-2022 00:00,75,Wednesday,23,2022-03-23
1968,2022-03-24 00:00:00,24-Mar-2022 01:00,0,Thursday,0,2022-03-24
1969,2022-03-24 01:00:00,24-Mar-2022 02:00,0,Thursday,1,2022-03-24
1970,2022-03-24 02:00:00,24-Mar-2022 03:00,0,Thursday,2,2022-03-24
1971,2022-03-24 03:00:00,24-Mar-2022 04:00,0,Thursday,3,2022-03-24
1972,2022-03-24 04:00:00,24-Mar-2022 05:00,0,Thursday,4,2022-03-24
1973,2022-03-24 05:00:00,24-Mar-2022 06:00,0,Thursday,5,2022-03-24
1974,2022-03-24 06:00:00,24-Mar-2022 07:00,33,Thursday,6,2022-03-24
1975,2022-03-24 07:00:00,24-Mar-2022 08:00,0,Thursday,7,2022-03-24
1976,2022-03-24 08:00:00,24-Mar-2022 09:00,1185,Thursday,8,2022-03-24
1977,2022-03-24 09:00:00,24-Mar-2022 10:00,1426,Thursday,9,2022-03-24
1978,2022-03-24 10:00:00,24-Mar-2022 11:00,1127,Thursday,10,2022-03-24
1979,2022-03-24 11:00:00,24-Mar-2022 12:00,216,Thursday,11,2022-03-24
1980,2022-03-24 12:00:00,24-Mar-2022 13:00,188,Thursday,12,2022-03-24
1981,2022-03-24 13:00:00,24-Mar-2022 14:00,290,Thursday,13,2022-03-24
1982,2022-03-24 14:00:00,24-Mar-2022 15:00,226,Thursday,14,2022-03-24
1983,2022-03-24 15:00:00,24-Mar-2022 16:00,267,Thursday,15,2022-03-24
1984,2022-03-24 16:00:00,24-Mar-2022 17:00,2577,Thursday,16,2022-03-24
1985,2022-03-24 17:00:00,24-Mar-2022 18:00,51,Thursday,17,2022-03-24
1986,2022-03-24 18:00:00,24-Mar-2022 19:00,108,Thursday,18,2022-03-24
1987,2022-03-24 19:00:00,24-Mar-2022 20:00,131,Thursday,19,2022-03-24
1988,2022-03-24 20:00:00,24-Mar-2022 21:00,99,Thursday,20,2022-03-24
1989,2022-03-24 21:00:00,24-Mar-2022 22:00,26,Thursday,21,2022-03-24
1990,2022-03-24 22:00:00,24-Mar-2022 23:00,239,Thursday,22,2022-03-24
1991,2022-03-24 23:00:00,25-Mar-2022 00:00,0,Thursday,23,2022-03-24
1992,2022-03-25 00:00:00,25-Mar-2022 01:00,0,Friday,0,2022-03-25
1993,2022-03-25 01:00:00,25-Mar-2022 02:00,0,Friday,1,2022-03-25
1994,2022-03-25 02:00:00,25-Mar-2022 03:00,0,Friday,2,2022-03-25
1995,2022-03-25 03:00:00,25-Mar-2022 04:00,0,Friday,3,2022-03-25
1996,2022-03-25 04:00:00,25-Mar-2022 05:00,0,Friday,4,2022-03-25
1997,2022-03-25 05:00:00,25-Mar-2022 06:00,0,Friday,5,2022-03-25
1998,2022-03-25 06:00:00,25-Mar-2022 07:00,301,Friday,6,2022-03-25
1999,2022-03-25 07:00:00,25-Mar-2022 08:00,1430,Friday,7,2022-03-25
2000,2022-03-25 08:00:00,25-Mar-2022 09:00,76,Friday,8,2022-03-25
2001,2022-03-25 09:00:00,25-Mar-2022 10:00,605,Friday,9,2022-03-25
2002,2022-03-25 10:00:00,25-Mar-2022 11:00,117,Friday,10,2022-03-25
2003,2022-03-25 11:00:00,25-Mar-2022 12:00,489,Friday,11,2022-03-25
2004,2022-03-25 12:00:00,25-Mar-2022 13:00,697,Friday,12,2022-03-25
2005,2022-03-25 13:00:00,25-Mar-2022 14:00,210,Friday,13,2022-03-25
2006,2022-03-25 14:00:00,25-Mar-2022 15:00,556,Friday,14,2022-03-25
2007,2022-03-25 15:00:00,25-Mar-2022 16:00,393,Friday,15,2022-03-25
2008,2022-03-25 16:00:00,25-Mar-2022 17:00,3448,Friday,16,2022-03-25
2009,2022-03-25 17:00:00,25-Mar-2022 18:00,149,Friday,17,2022-03-25
2010,2022-03-25 18:00:00,25-Mar-2022 19:00,84,Friday,18,2022-03-25
2011,2022-03-25 19:00:00,25-Mar-2022 20:00,190,Friday,19,2022-03-25
2012,2022-03-25 20:00:00,25-Mar-2022 21:00,54,Friday,20,2022-03-25
2013,2022-03-25 21:00:00,25-Mar-2022 22:00,120,Friday,21,2022-03-25
2014,2022-03-25 22:00:00,25-Mar-2022 23:00,0,Friday,22,2022-03-25
2015,2022-03-25 23:00:00,26-Mar-2022 00:00,249,Friday,23,2022-03-25
2016,2022-03-26 00:00:00,26-Mar-2022 01:00,0,Saturday,0,2022-03-26
2017,2022-03-26 01:00:00,26-Mar-2022 02:00,0,Saturday,1,2022-03-26
2018,2022-03-26 02:00:00,26-Mar-2022 03:00,0,Saturday,2,2022-03-26
2019,2022-03-26 03:00:00,26-Mar-2022 04:00,0,Saturday,3,2022-03-26
2020,2022-03-26 04:00:00,26-Mar-2022 05:00,0,Saturday,4,2022-03-26
2021,2022-03-26 05:00:00,26-Mar-2022 06:00,0,Saturday,5,2022-03-26
2022,2022-03-26 06:00:00,26-Mar-2022 07:00,0,Saturday,6,2022-03-26
2023,2022-03-26 07:00:00,26-Mar-2022 08:00,1034,Saturday,7,2022-03-26
2024,2022-03-26 08:00:00,26-Mar-2022 09:00,2944,Saturday,8,2022-03-26
2025,2022-03-26 09:00:00,26-Mar-2022 10:00,237,Saturday,9,2022-03-26
2026,2022-03-26 10:00:00,26-Mar-2022 11:00,566,Saturday,10,2022-03-26
2027,2022-03-26 11:00:00,26-Mar-2022 12:00,2747,Saturday,11,2022-03-26
2028,2022-03-26 12:00:00,26-Mar-2022 13:00,797,Saturday,12,2022-03-26
2029,2022-03-26 13:00:00,26-Mar-2022 14:00,156,Saturday,13,2022-03-26
2030,2022-03-26 14:00:00,26-Mar-2022 15:00,352,Saturday,14,2022-03-26
2031,2022-03-26 15:00:00,26-Mar-2022 16:00,319,Saturday,15,2022-03-26
2032,2022-03-26 16:00:00,26-Mar-2022 17:00,366,Saturday,16,2022-03-26
2033,2022-03-26 17:00:00,26-Mar-2022 18:00,322,Saturday,17,2022-03-26
2034,2022-03-26 18:00:00,26-Mar-2022 19:00,554,Saturday,18,2022-03-26
2035,2022-03-26 19:00:00,26-Mar-2022 20:00,120,Saturday,19,2022-03-26
2036,2022-03-26 20:00:00,26-Mar-2022 21:00,341,Saturday,20,2022-03-26
2037,2022-03-26 21:00:00,26-Mar-2022 22:00,22,Saturday,21,2022-03-26
2038,2022-03-26 22:00:00,26-Mar-2022 23:00,43,Saturday,22,2022-03-26
2039,2022-03-26 23:00:00,27-Mar-2022 00:00,105,Saturday,23,2022-03-26
2040,2022-03-27 00:00:00,27-Mar-2022 01:00,0,Sunday,0,2022-03-27
2041,2022-03-27 01:00:00,27-Mar-2022 02:00,0,Sunday,1,2022-03-27
2042,2022-03-27 02:00:00,27-Mar-2022 03:00,0,Sunday,2,2022-03-27
2043,2022-03-27 03:00:00,27-Mar-2022 04:00,0,Sunday,3,2022-03-27
2044,2022-03-27 04:00:00,27-Mar-2022 05:00,0,Sunday,4,2022-03-27
2045,2022-03-27 05:00:00,27-Mar-2022 06:00,0,Sunday,5,2022-03-27
2046,2022-03-27 06:00:00,27-Mar-2022 07:00,0,Sunday,6,2022-03-27
2047,2022-03-27 07:00:00,27-Mar-2022 08:00,0,Sunday,7,2022-03-27
2048,2022-03-27 08:00:00,27-Mar-2022 09:00,147,Sunday,8,2022-03-27
2049,2022-03-27 09:00:00,27-Mar-2022 10:00,116,Sunday,9,2022-03-27
2050,2022-03-27 10:00:00,27-Mar-2022 11:00,270,Sunday,10,2022-03-27
2051,2022-03-27 11:00:00,27-Mar-2022 12:00,389,Sunday,11,2022-03-27
2052,2022-03-27 12:00:00,27-Mar-2022 13:00,1291,Sunday,12,2022-03-27
2053,2022-03-27 13:00:00,27-Mar-2022 14:00,208,Sunday,13,2022-03-27
2054,2022-03-27 14:00:00,27-Mar-2022 15:00,177,Sunday,14,2022-03-27
2055,2022-03-27 15:00:00,27-Mar-2022 16:00,2372,Sunday,15,2022-03-27
2056,2022-03-27 16:00:00,27-Mar-2022 17:00,91,Sunday,16,2022-03-27
2057,2022-03-27 17:00:00,27-Mar-2022 18:00,819,Sunday,17,2022-03-27
2058,2022-03-27 18:00:00,27-Mar-2022 19:00,153,Sunday,18,2022-03-27
2059,2022-03-27 19:00:00,27-Mar-2022 20:00,131,Sunday,19,2022-03-27
