,Start,Finish,Steps (count),Day of week,hour,date
1188,2022-02-19 12:00:00,19-Feb-2022 13:00,1263,Saturday,12,2022-02-19
1189,2022-02-19 13:00:00,19-Feb-2022 14:00,102,Saturday,13,2022-02-19
1190,2022-02-19 14:00:00,19-Feb-2022 15:00,1570,Saturday,14,2022-02-19
1191,2022-02-19 15:00:00,19-Feb-2022 16:00,367,Saturday,15,2022-02-19
1192,2022-02-19 16:00:00,19-Feb-2022 17:00,116,Saturday,16,2022-02-19
1193,2022-02-19 17:00:00,19-Feb-2022 18:00,537,Saturday,17,2022-02-19
1194,2022-02-19 18:00:00,19-Feb-2022 19:00,13,Saturday,18,2022-02-19
1195,2022-02-19 19:00:00,19-Feb-2022 20:00,0,Saturday,19,2022-02-19
1196,2022-02-19 20:00:00,19-Feb-2022 21:00,0,Saturday,20,2022-02-19
1197,2022-02-19 21:00:00,19-Feb-2022 22:00,0,Saturday,21,2022-02-19
1198,2022-02-19 22:00:00,19-Feb-2022 23:00,0,Saturday,22,2022-02-19
1199,2022-02-19 23:00:00,20-Feb-2022 00:00,0,Saturday,23,2022-02-19
1200,2022-02-20 00:00:00,20-Feb-2022 01:00,0,Sunday,0,2022-02-20
1201,2022-02-20 01:00:00,20-Feb-2022 02:00,0,Sunday,1,2022-02-20
1202,2022-02-20 02:00:00,20-Feb-2022 03:00,0,Sunday,2,2022-02-20
1203,2022-02-20 03:00:00,20-Feb-2022 04:00,0,Sunday,3,2022-02-20
1204,2022-02-20 04:00:00,20-Feb-2022 05:00,0,Sunday,4,2022-02-20
1205,2022-02-20 05:00:00,20-Feb-2022 06:00,31,Sunday,5,2022-02-20
1206,2022-02-20 06:00:00,20-Feb-2022 07:00,0,Sunday,6,2022-02-20
1207,2022-02-20 07:00:00,20-Feb-2022 08:00,0,Sunday,7,2022-02-20
1208,2022-02-20 08:00:00,20-Feb-2022 09:00,149,Sunday,8,2022-02-20
1209,2022-02-20 09:00:00,20-Feb-2022 10:00,1716,Sunday,9,2022-02-20
1210,2022-02-20 10:00:00,20-Feb-2022 11:00,2872,Sunday,10,2022-02-20
1211,2022-02-20 11:00:00,20-Feb-2022 12:00,332,Sunday,11,2022-02-20
1212,2022-02-20 12:00:00,20-Feb-2022 13:00,956,Sunday,12,2022-02-20
1213,2022-02-20 13:00:00,20-Feb-2022 14:00,959,Sunday,13,2022-02-20
1214,2022-02-20 14:00:00,20-Feb-2022 15:00,642,Sunday,14,2022-02-20
1215,2022-02-20 15:00:00,20-Feb-2022 16:00,165,Sunday,15,2022-02-20
1216,2022-02-20 16:00:00,20-Feb-2022 17:00,0,Sunday,16,2022-02-20
1217,2022-02-20 17:00:00,20-Feb-2022 18:00,130,Sunday,17,2022-02-20
1218,2022-02-20 18:00:00,20-Feb-2022 19:00,0,Sunday,18,2022-02-20
1219,2022-02-20 19:00:00,20-Feb-2022 20:00,0,Sunday,19,2022-02-20
1220,2022-02-20 20:00:00,20-Feb-2022 21:00,29,Sunday,20,2022-02-20
1221,2022-02-20 21:00:00,20-Feb-2022 22:00,0,Sunday,21,2022-02-20
1222,2022-02-20 22:00:00,20-Feb-2022 23:00,0,Sunday,22,2022-02-20
1223,2022-02-20 23:00:00,21-Feb-2022 00:00,0,Sunday,23,2022-02-20
1224,2022-02-21 00:00:00,21-Feb-2022 01:00,0,Monday,0,2022-02-21
1225,2022-02-21 01:00:00,21-Feb-2022 02:00,0,Monday,1,2022-02-21
1226,2022-02-21 02:00:00,21-Feb-2022 03:00,0,Monday,2,2022-02-21
1227,2022-02-21 03:00:00,21-Feb-2022 04:00,0,Monday,3,2022-02-21
1228,2022-02-21 04:00:00,21-Feb-2022 05:00,0,Monday,4,2022-02-21
1229,2022-02-21 05:00:00,21-Feb-2022 06:00,96,Monday,5,2022-02-21
1230,2022-02-21 06:00:00,21-Feb-2022 07:00,466,Monday,6,2022-02-21
1231,2022-02-21 07:00:00,21-Feb-2022 08:00,2037,Monday,7,2022-02-21
1232,2022-02-21 08:00:00,21-Feb-2022 09:00,1508,Monday,8,2022-02-21
1233,2022-02-21 09:00:00,21-Feb-2022 10:00,754,Monday,9,2022-02-21
1234,2022-02-21 10:00:00,21-Feb-2022 11:00,0,Monday,10,2022-02-21
1235,2022-02-21 11:00:00,21-Feb-2022 12:00,68,Monday,11,2022-02-21
1236,2022-02-21 12:00:00,21-Feb-2022 13:00,658,Monday,12,2022-02-21
1237,2022-02-21 13:00:00,21-Feb-2022 14:00,871,Monday,13,2022-02-21
1238,2022-02-21 14:00:00,21-Feb-2022 15:00,726,Monday,14,2022-02-21
1239,2022-02-21 15:00:00,21-Feb-2022 16:00,1,Monday,15,2022-02-21
1240,2022-02-21 16:00:00,21-Feb-2022 17:00,128,Monday,16,2022-02-21
1241,2022-02-21 17:00:00,21-Feb-2022 18:00,429,Monday,17,2022-02-21
1242,2022-02-21 18:00:00,21-Feb-2022 19:00,475,Monday,18,2022-02-21
1243,2022-02-21 19:00:00,21-Feb-2022 20:00,1921,Monday,19,2022-02-21
1244,2022-02-21 20:00:00,21-Feb-2022 21:00,26,Monday,20,2022-02-21
1245,2022-02-21 21:00:00,21-Feb-2022 22:00,0,Monday,21,2022-02-21
1246,2022-02-21 22:00:00,21-Feb-2022 23:00,0,Monday,22,2022-02-21
1247,2022-02-21 23:00:00,22-Feb-2022 00:00,0,Monday,23,2022-02-21
1248,2022-02-22 00:00:00,22-Feb-2022 01:00,0,Tuesday,0,2022-02-22
1249,2022-02-22 01:00:00,22-Feb-2022 02:00,0,Tuesday,1,2022-02-22
1250,2022-02-22 02:00:00,22-Feb-2022 03:00,0,Tuesday,2,2022-02-22
1251,2022-02-22 03:00:00,22-Feb-2022 04:00,0,Tuesday,3,2022-02-22
1252,2022-02-22 04:00:00,22-Feb-2022 05:00,0,Tuesday,4,2022-02-22
1253,2022-02-22 05:00:00,22-Feb-2022 06:00,13,Tuesday,5,2022-02-22
1254,2022-02-22 06:00:00,22-Feb-2022 07:00,0,Tuesday,6,2022-02-22
1255,2022-02-22 07:00:00,22-Feb-2022 08:00,3038,Tuesday,7,2022-02-22
1256,2022-02-22 08:00:00,22-Feb-2022 09:00,1469,Tuesday,8,2022-02-22
1257,2022-02-22 09:00:00,22-Feb-2022 10:00,8,Tuesday,9,2022-02-22
1258,2022-02-22 10:00:00,22-Feb-2022 11:00,58,Tuesday,10,2022-02-22
1259,2022-02-22 11:00:00,22-Feb-2022 12:00,115,Tuesday,11,2022-02-22
1260,2022-02-22 12:00:00,22-Feb-2022 13:00,25,Tuesday,12,2022-02-22
1261,2022-02-22 13:00:00,22-Feb-2022 14:00,210,Tuesday,13,2022-02-22
1262,2022-02-22 14:00:00,22-Feb-2022 15:00,64,Tuesday,14,2022-02-22
1263,2022-02-22 15:00:00,22-Feb-2022 16:00,621,Tuesday,15,2022-02-22
1264,2022-02-22 16:00:00,22-Feb-2022 17:00,1204,Tuesday,16,2022-02-22
1265,2022-02-22 17:00:00,22-Feb-2022 18:00,2540,Tuesday,17,2022-02-22
1266,2022-02-22 18:00:00,22-Feb-2022 19:00,82,Tuesday,18,2022-02-22
1267,2022-02-22 19:00:00,22-Feb-2022 20:00,0,Tuesday,19,2022-02-22
1268,2022-02-22 20:00:00,22-Feb-2022 21:00,8,Tuesday,20,2022-02-22
1269,2022-02-22 21:00:00,22-Feb-2022 22:00,0,Tuesday,21,2022-02-22
1270,2022-02-22 22:00:00,22-Feb-2022 23:00,0,Tuesday,22,2022-02-22
1271,2022-02-22 23:00:00,23-Feb-2022 00:00,0,Tuesday,23,2022-02-22
1272,2022-02-23 00:00:00,23-Feb-2022 01:00,0,Wednesday,0,2022-02-23
1273,2022-02-23 01:00:00,23-Feb-2022 02:00,0,Wednesday,1,2022-02-23
1274,2022-02-23 02:00:00,23-Feb-2022 03:00,0,Wednesday,2,2022-02-23
1275,2022-02-23 03:00:00,23-Feb-2022 04:00,0,Wednesday,3,2022-02-23
1276,2022-02-23 04:00:00,23-Feb-2022 05:00,0,Wednesday,4,2022-02-23
1277,2022-02-23 05:00:00,23-Feb-2022 06:00,360,Wednesday,5,2022-02-23
1278,2022-02-23 06:00:00,23-Feb-2022 07:00,0,Wednesday,6,2022-02-23
1279,2022-02-23 07:00:00,23-Feb-2022 08:00,0,Wednesday,7,2022-02-23
1280,2022-02-23 08:00:00,23-Feb-2022 09:00,396,Wednesday,8,2022-02-23
1281,2022-02-23 09:00:00,23-Feb-2022 10:00,144,Wednesday,9,2022-02-23
1282,2022-02-23 10:00:00,23-Feb-2022 11:00,491,Wednesday,10,2022-02-23
1283,2022-02-23 11:00:00,23-Feb-2022 12:00,161,Wednesday,11,2022-02-23
1284,2022-02-23 12:00:00,23-Feb-2022 13:00,1381,Wednesday,12,2022-02-23
1285,2022-02-23 13:00:00,23-Feb-2022 14:00,728,Wednesday,13,2022-02-23
1286,2022-02-23 14:00:00,23-Feb-2022 15:00,0,Wednesday,14,2022-02-23
1287,2022-02-23 15:00:00,23-Feb-2022 16:00,362,Wednesday,15,2022-02-23
1288,2022-02-23 16:00:00,23-Feb-2022 17:00,3147,Wednesday,16,2022-02-23
1289,2022-02-23 17:00:00,23-Feb-2022 18:00,55,Wednesday,17,2022-02-23
1290,2022-02-23 18:00:00,23-Feb-2022 19:00,0,Wednesday,18,2022-02-23
1291,2022-02-23 19:00:00,23-Feb-2022 20:00,0,Wednesday,19,2022-02-23
1292,2022-02-23 20:00:00,23-Feb-2022 21:00,28,Wednesday,20,2022-02-23
1293,2022-02-23 21:00:00,23-Feb-2022 22:00,0,Wednesday,21,2022-02-23
1294,2022-02-23 22:00:00,23-Feb-2022 23:00,0,Wednesday,22,2022-02-23
1295,2022-02-23 23:00:00,24-Feb-2022 00:00,0,Wednesday,23,2022-02-23
1296,2022-02-24 00:00:00,24-Feb-2022 01:00,0,Thursday,0,2022-02-24
1297,2022-02-24 01:00:00,24-Feb-2022 02:00,0,Thursday,1,2022-02-24
1298,2022-02-24 02:00:00,24-Feb-2022 03:00,0,Thursday,2,2022-02-24
1299,2022-02-24 03:00:00,24-Feb-2022 04:00,0,Thursday,3,2022-02-24
1300,2022-02-24 04:00:00,24-Feb-2022 05:00,0,Thursday,4,2022-02-24
1301,2022-02-24 05:00:00,24-Feb-2022 06:00,212,Thursday,5,2022-02-24
1302,2022-02-24 06:00:00,24-Feb-2022 07:00,103,Thursday,6,2022-02-24
1303,2022-02-24 07:00:00,24-Feb-2022 08:00,1955,Thursday,7,2022-02-24
1304,2022-02-24 08:00:00,24-Feb-2022 09:00,1834,Thursday,8,2022-02-24
1305,2022-02-24 09:00:00,24-Feb-2022 10:00,67,Thursday,9,2022-02-24
1306,2022-02-24 10:00:00,24-Feb-2022 11:00,26,Thursday,10,2022-02-24
1307,2022-02-24 11:00:00,24-Feb-2022 12:00,0,Thursday,11,2022-02-24
1308,2022-02-24 12:00:00,24-Feb-2022 13:00,43,Thursday,12,2022-02-24
1309,2022-02-24 13:00:00,24-Feb-2022 14:00,54,Thursday,13,2022-02-24
1310,2022-02-24 14:00:00,24-Feb-2022 15:00,47,Thursday,14,2022-02-24
1311,2022-02-24 15:00:00,24-Feb-2022 16:00,0,Thursday,15,2022-02-24
1312,2022-02-24 16:00:00,24-Feb-2022 17:00,4212,Thursday,16,2022-02-24
1313,2022-02-24 17:00:00,24-Feb-2022 18:00,86,Thursday,17,2022-02-24
1314,2022-02-24 18:00:00,24-Feb-2022 19:00,9,Thursday,18,2022-02-24
1315,2022-02-24 19:00:00,24-Feb-2022 20:00,526,Thursday,19,2022-02-24
1316,2022-02-24 20:00:00,24-Feb-2022 21:00,12,Thursday,20,2022-02-24
1317,2022-02-24 21:00:00,24-Feb-2022 22:00,0,Thursday,21,2022-02-24
1318,2022-02-24 22:00:00,24-Feb-2022 23:00,0,Thursday,22,2022-02-24
1319,2022-02-24 23:00:00,25-Feb-2022 00:00,0,Thursday,23,2022-02-24
1320,2022-02-25 00:00:00,25-Feb-2022 01:00,0,Friday,0,2022-02-25
1321,2022-02-25 01:00:00,25-Feb-2022 02:00,0,Friday,1,2022-02-25
1322,2022-02-25 02:00:00,25-Feb-2022 03:00,0,Friday,2,2022-02-25
1323,2022-02-25 03:00:00,25-Feb-2022 04:00,0,Friday,3,2022-02-25
1324,2022-02-25 04:00:00,25-Feb-2022 05:00,0,Friday,4,2022-02-25
1325,2022-02-25 05:00:00,25-Feb-2022 06:00,156,Friday,5,2022-02-25
1326,2022-02-25 06:00:00,25-Feb-2022 07:00,729,Friday,6,2022-02-25
1327,2022-02-25 07:00:00,25-Feb-2022 08:00,61,Friday,7,2022-02-25
1328,2022-02-25 08:00:00,25-Feb-2022 09:00,397,Friday,8,2022-02-25
1329,2022-02-25 09:00:00,25-Feb-2022 10:00,296,Friday,9,2022-02-25
1330,2022-02-25 10:00:00,25-Feb-2022 11:00,331,Friday,10,2022-02-25
1331,2022-02-25 11:00:00,25-Feb-2022 12:00,609,Friday,11,2022-02-25
1332,2022-02-25 12:00:00,25-Feb-2022 13:00,83,Friday,12,2022-02-25
1333,2022-02-25 13:00:00,25-Feb-2022 14:00,75,Friday,13,2022-02-25
1334,2022-02-25 14:00:00,25-Feb-2022 15:00,154,Friday,14,2022-02-25
1335,2022-02-25 15:00:00,25-Feb-2022 16:00,0,Friday,15,2022-02-25
1336,2022-02-25 16:00:00,25-Feb-2022 17:00,2326,Friday,16,2022-02-25
1337,2022-02-25 17:00:00,25-Feb-2022 18:00,3190,Friday,17,2022-02-25
1338,2022-02-25 18:00:00,25-Feb-2022 19:00,0,Friday,18,2022-02-25
1339,2022-02-25 19:00:00,25-Feb-2022 20:00,0,Friday,19,2022-02-25
1340,2022-02-25 20:00:00,25-Feb-2022 21:00,0,Friday,20,2022-02-25
1341,2022-02-25 21:00:00,25-Feb-2022 22:00,0,Friday,21,2022-02-25
1342,2022-02-25 22:00:00,25-Feb-2022 23:00,29,Friday,22,2022-02-25
1343,2022-02-25 23:00:00,26-Feb-2022 00:00,0,Friday,23,2022-02-25
1344,2022-02-26 00:00:00,26-Feb-2022 01:00,0,Saturday,0,2022-02-26
1345,2022-02-26 01:00:00,26-Feb-2022 02:00,0,Saturday,1,2022-02-26
1346,2022-02-26 02:00:00,26-Feb-2022 03:00,0,Saturday,2,2022-02-26
1347,2022-02-26 03:00:00,26-Feb-2022 04:00,0,Saturday,3,2022-02-26
1348,2022-02-26 04:00:00,26-Feb-2022 05:00,0,Saturday,4,2022-02-26
1349,2022-02-26 05:00:00,26-Feb-2022 06:00,0,Saturday,5,2022-02-26
1350,2022-02-26 06:00:00,26-Feb-2022 07:00,66,Saturday,6,2022-02-26
1351,2022-02-26 07:00:00,26-Feb-2022 08:00,0,Saturday,7,2022-02-26
1352,2022-02-26 08:00:00,26-Feb-2022 09:00,40,Saturday,8,2022-02-26
1353,2022-02-26 09:00:00,26-Feb-2022 10:00,1476,Saturday,9,2022-02-26
1354,2022-02-26 10:00:00,26-Feb-2022 11:00,1294,Saturday,10,2022-02-26
1355,2022-02-26 11:00:00,26-Feb-2022 12:00,4009,Saturday,11,2022-02-26
1356,2022-02-26 12:00:00,26-Feb-2022 13:00,2217,Saturday,12,2022-02-26
1357,2022-02-26 13:00:00,26-Feb-2022 14:00,144,Saturday,13,2022-02-26
1358,2022-02-26 14:00:00,26-Feb-2022 15:00,146,Saturday,14,2022-02-26
1359,2022-02-26 15:00:00,26-Feb-2022 16:00,1644,Saturday,15,2022-02-26
1360,2022-02-26 16:00:00,26-Feb-2022 17:00,1971,Saturday,16,2022-02-26
1361,2022-02-26 17:00:00,26-Feb-2022 18:00,0,Saturday,17,2022-02-26
1362,2022-02-26 18:00:00,26-Feb-2022 19:00,50,Saturday,18,2022-02-26
1363,2022-02-26 19:00:00,26-Feb-2022 20:00,66,Saturday,19,2022-02-26
1364,2022-02-26 20:00:00,26-Feb-2022 21:00,0,Saturday,20,2022-02-26
1365,2022-02-26 21:00:00,26-Feb-2022 22:00,0,Saturday,21,2022-02-26
1366,2022-02-26 22:00:00,26-Feb-2022 23:00,0,Saturday,22,2022-02-26
1367,2022-02-26 23:00:00,27-Feb-2022 00:00,0,Saturday,23,2022-02-26
1368,2022-02-27 00:00:00,27-Feb-2022 01:00,0,Sunday,0,2022-02-27
1369,2022-02-27 01:00:00,27-Feb-2022 02:00,0,Sunday,1,2022-02-27
1370,2022-02-27 02:00:00,27-Feb-2022 03:00,0,Sunday,2,2022-02-27
1371,2022-02-27 03:00:00,27-Feb-2022 04:00,0,Sunday,3,2022-02-27
1372,2022-02-27 04:00:00,27-Feb-2022 05:00,0,Sunday,4,2022-02-27
1373,2022-02-27 05:00:00,27-Feb-2022 06:00,0,Sunday,5,2022-02-27
1374,2022-02-27 06:00:00,27-Feb-2022 07:00,306,Sunday,6,2022-02-27
1375,2022-02-27 07:00:00,27-Feb-2022 08:00,254,Sunday,7,2022-02-27
1376,2022-02-27 08:00:00,27-Feb-2022 09:00,792,Sunday,8,2022-02-27
1377,2022-02-27 09:00:00,27-Feb-2022 10:00,160,Sunday,9,2022-02-27
1378,2022-02-27 10:00:00,27-Feb-2022 11:00,174,Sunday,10,2022-02-27
1379,2022-02-27 11:00:00,27-Feb-2022 12:00,283,Sunday,11,2022-02-27
1380,2022-02-27 12:00:00,27-Feb-2022 13:00,53,Sunday,12,2022-02-27
1381,2022-02-27 13:00:00,27-Feb-2022 14:00,348,Sunday,13,2022-02-27
1382,2022-02-27 14:00:00,27-Feb-2022 15:00,79,Sunday,14,2022-02-27
1383,2022-02-27 15:00:00,27-Feb-2022 16:00,4069,Sunday,15,2022-02-27
1384,2022-02-27 16:00:00,27-Feb-2022 17:00,894,Sunday,16,2022-02-27
1385,2022-02-27 17:00:00,27-Feb-2022 18:00,150,Sunday,17,2022-02-27
1386,2022-02-27 18:00:00,27-Feb-2022 19:00,480,Sunday,18,2022-02-27
1387,2022-02-27 19:00:00,27-Feb-2022 20:00,68,Sunday,19,2022-02-27
1388,2022-02-27 20:00:00,27-Feb-2022 21:00,87,Sunday,20,2022-02-27
1389,2022-02-27 21:00:00,27-Feb-2022 22:00,0,Sunday,21,2022-02-27
1390,2022-02-27 22:00:00,27-Feb-2022 23:00,0,Sunday,22,2022-02-27
1391,2022-02-27 23:00:00,28-Feb-2022 00:00,0,Sunday,23,2022-02-27
1392,2022-02-28 00:00:00,28-Feb-2022 01:00,0,Monday,0,2022-02-28
1393,2022-02-28 01:00:00,28-Feb-2022 02:00,0,Monday,1,2022-02-28
1394,2022-02-28 02:00:00,28-Feb-2022 03:00,0,Monday,2,2022-02-28
1395,2022-02-28 03:00:00,28-Feb-2022 04:00,0,Monday,3,2022-02-28
1396,2022-02-28 04:00:00,28-Feb-2022 05:00,0,Monday,4,2022-02-28
1397,2022-02-28 05:00:00,28-Feb-2022 06:00,24,Monday,5,2022-02-28
1398,2022-02-28 06:00:00,28-Feb-2022 07:00,0,Monday,6,2022-02-28
1399,2022-02-28 07:00:00,28-Feb-2022 08:00,64,Monday,7,2022-02-28
1400,2022-02-28 08:00:00,28-Feb-2022 09:00,244,Monday,8,2022-02-28
1401,2022-02-28 09:00:00,28-Feb-2022 10:00,144,Monday,9,2022-02-28
1402,2022-02-28 10:00:00,28-Feb-2022 11:00,1214,Monday,10,2022-02-28
1403,2022-02-28 11:00:00,28-Feb-2022 12:00,3171,Monday,11,2022-02-28
1404,2022-02-28 12:00:00,28-Feb-2022 13:00,3,Monday,12,2022-02-28
1405,2022-02-28 13:00:00,28-Feb-2022 14:00,207,Monday,13,2022-02-28
1406,2022-02-28 14:00:00,28-Feb-2022 15:00,245,Monday,14,2022-02-28
1407,2022-02-28 15:00:00,28-Feb-2022 16:00,111,Monday,15,2022-02-28
1408,2022-02-28 16:00:00,28-Feb-2022 17:00,620,Monday,16,2022-02-28
1409,2022-02-28 17:00:00,28-Feb-2022 18:00,222,Monday,17,2022-02-28
1410,2022-02-28 18:00:00,28-Feb-2022 19:00,147,Monday,18,2022-02-28
1411,2022-02-28 19:00:00,28-Feb-2022 20:00,0,Monday,19,2022-02-28
1412,2022-02-28 20:00:00,28-Feb-2022 21:00,146,Monday,20,2022-02-28
1413,2022-02-28 21:00:00,28-Feb-2022 22:00,48,Monday,21,2022-02-28
1414,2022-02-28 22:00:00,28-Feb-2022 23:00,0,Monday,22,2022-02-28
1415,2022-02-28 23:00:00,01-Mar-2022 00:00,0,Monday,23,2022-02-28
1416,2022-03-01 00:00:00,01-Mar-2022 01:00,0,Tuesday,0,2022-03-01
1417,2022-03-01 01:00:00,01-Mar-2022 02:00,0,Tuesday,1,2022-03-01
1418,2022-03-01 02:00:00,01-Mar-2022 03:00,0,Tuesday,2,2022-03-01
1419,2022-03-01 03:00:00,01-Mar-2022 04:00,0,Tuesday,3,2022-03-01
1420,2022-03-01 04:00:00,01-Mar-2022 05:00,51,Tuesday,4,2022-03-01
1421,2022-03-01 05:00:00,01-Mar-2022 06:00,0,Tuesday,5,2022-03-01
1422,2022-03-01 06:00:00,01-Mar-2022 07:00,11,Tuesday,6,2022-03-01
1423,2022-03-01 07:00:00,01-Mar-2022 08:00,0,Tuesday,7,2022-03-01
1424,2022-03-01 08:00:00,01-Mar-2022 09:00,348,Tuesday,8,2022-03-01
1425,2022-03-01 09:00:00,01-Mar-2022 10:00,210,Tuesday,9,2022-03-01
1426,2022-03-01 10:00:00,01-Mar-2022 11:00,177,Tuesday,10,2022-03-01
1427,2022-03-01 11:00:00,01-Mar-2022 12:00,145,Tuesday,11,2022-03-01
1428,2022-03-01 12:00:00,01-Mar-2022 13:00,439,Tuesday,12,2022-03-01
1429,2022-03-01 13:00:00,01-Mar-2022 14:00,8,Tuesday,13,2022-03-01
1430,2022-03-01 14:00:00,01-Mar-2022 15:00,65,Tuesday,14,2022-03-01
1431,2022-03-01 15:00:00,01-Mar-2022 16:00,37,Tuesday,15,2022-03-01
1432,2022-03-01 16:00:00,01-Mar-2022 17:00,91,Tuesday,16,2022-03-01
1433,2022-03-01 17:00:00,01-Mar-2022 18:00,25,Tuesday,17,2022-03-01
1434,2022-03-01 18:00:00,01-Mar-2022 19:00,213,Tuesday,18,2022-03-01
1435,2022-03-01 19:00:00,01-Mar-2022 20:00,86,Tuesday,19,2022-03-01
1436,2022-03-01 20:00:00,01-Mar-2022 21:00,165,Tuesday,20,2022-03-01
1437,2022-03-01 21:00:00,01-Mar-2022 22:00,28,Tuesday,21,2022-03-01
1438,2022-03-01 22:00:00,01-Mar-2022 23:00,0,Tuesday,22,2022-03-01
1439,2022-03-01 23:00:00,02-Mar-2022 00:00,0,Tuesday,23,2022-03-01
1440,2022-03-02 00:00:00,02-Mar-2022 01:00,0,Wednesday,0,2022-03-02
1441,2022-03-02 01:00:00,02-Mar-2022 02:00,0,Wednesday,1,2022-03-02
1442,2022-03-02 02:00:00,02-Mar-2022 03:00,0,Wednesday,2,2022-03-02
1443,2022-03-02 03:00:00,02-Mar-2022 04:00,0,Wednesday,3,2022-03-02
1444,2022-03-02 04:00:00,02-Mar-2022 05:00,0,Wednesday,4,2022-03-02
1445,2022-03-02 05:00:00,02-Mar-2022 06:00,0,Wednesday,5,2022-03-02
1446,2022-03-02 06:00:00,02-Mar-2022 07:00,170,Wednesday,6,2022-03-02
1447,2022-03-02 07:00:00,02-Mar-2022 08:00,0,Wednesday,7,2022-03-02
1448,2022-03-02 08:00:00,02-Mar-2022 09:00,95,Wednesday,8,2022-03-02
1449,2022-03-02 09:00:00,02-Mar-2022 10:00,482,Wednesday,9,2022-03-02
1450,2022-03-02 10:00:00,02-Mar-2022 11:00,402,Wednesday,10,2022-03-02
1451,2022-03-02 11:00:00,02-Mar-2022 12:00,51,Wednesday,11,2022-03-02
1452,2022-03-02 12:00:00,02-Mar-2022 13:00,370,Wednesday,12,2022-03-02
1453,2022-03-02 13:00:00,02-Mar-2022 14:00,76,Wednesday,13,2022-03-02
1454,2022-03-02 14:00:00,02-Mar-2022 15:00,72,Wednesday,14,2022-03-02
1455,2022-03-02 15:00:00,02-Mar-2022 16:00,320,Wednesday,15,2022-03-02
1456,2022-03-02 16:00:00,02-Mar-2022 17:00,435,Wednesday,16,2022-03-02
1457,2022-03-02 17:00:00,02-Mar-2022 18:00,79,Wednesday,17,2022-03-02
1458,2022-03-02 18:00:00,02-Mar-2022 19:00,0,Wednesday,18,2022-03-02
1459,2022-03-02 19:00:00,02-Mar-2022 20:00,0,Wednesday,19,2022-03-02
1460,2022-03-02 20:00:00,02-Mar-2022 21:00,8,Wednesday,20,2022-03-02
1461,2022-03-02 21:00:00,02-Mar-2022 22:00,0,Wednesday,21,2022-03-02
1462,2022-03-02 22:00:00,02-Mar-2022 23:00,0,Wednesday,22,2022-03-02
1463,2022-03-02 23:00:00,03-Mar-2022 00:00,0,Wednesday,23,2022-03-02
1464,2022-03-03 00:00:00,03-Mar-2022 01:00,0,Thursday,0,2022-03-03
1465,2022-03-03 01:00:00,03-Mar-2022 02:00,0,Thursday,1,2022-03-03
1466,2022-03-03 02:00:00,03-Mar-2022 03:00,0,Thursday,2,2022-03-03
1467,2022-03-03 03:00:00,03-Mar-2022 04:00,0,Thursday,3,2022-03-03
1468,2022-03-03 04:00:00,03-Mar-2022 05:00,0,Thursday,4,2022-03-03
1469,2022-03-03 05:00:00,03-Mar-2022 06:00,11,Thursday,5,2022-03-03
1470,2022-03-03 06:00:00,03-Mar-2022 07:00,0,Thursday,6,2022-03-03
1471,2022-03-03 07:00:00,03-Mar-2022 08:00,48,Thursday,7,2022-03-03
1472,2022-03-03 08:00:00,03-Mar-2022 09:00,815,Thursday,8,2022-03-03
1473,2022-03-03 09:00:00,03-Mar-2022 10:00,392,Thursday,9,2022-03-03
1474,2022-03-03 10:00:00,03-Mar-2022 11:00,315,Thursday,10,2022-03-03
1475,2022-03-03 11:00:00,03-Mar-2022 12:00,210,Thursday,11,2022-03-03
1476,2022-03-03 12:00:00,03-Mar-2022 13:00,661,Thursday,12,2022-03-03
1477,2022-03-03 13:00:00,03-Mar-2022 14:00,26,Thursday,13,2022-03-03
1478,2022-03-03 14:00:00,03-Mar-2022 15:00,29,Thursday,14,2022-03-03
1479,2022-03-03 15:00:00,03-Mar-2022 16:00,0,Thursday,15,2022-03-03
1480,2022-03-03 16:00:00,03-Mar-2022 17:00,447,Thursday,16,2022-03-03
1481,2022-03-03 17:00:00,03-Mar-2022 18:00,281,Thursday,17,2022-03-03
1482,2022-03-03 18:00:00,03-Mar-2022 19:00,855,Thursday,18,2022-03-03
1483,2022-03-03 19:00:00,03-Mar-2022 20:00,113,Thursday,19,2022-03-03
1484,2022-03-03 20:00:00,03-Mar-2022 21:00,42,Thursday,20,2022-03-03
1485,2022-03-03 21:00:00,03-Mar-2022 22:00,0,Thursday,21,2022-03-03
1486,2022-03-03 22:00:00,03-Mar-2022 23:00,0,Thursday,22,2022-03-03
1487,2022-03-03 23:00:00,04-Mar-2022 00:00,0,Thursday,23,2022-03-03
1488,2022-03-04 00:00:00,04-Mar-2022 01:00,0,Friday,0,2022-03-04
1489,2022-03-04 01:00:00,04-Mar-2022 02:00,0,Friday,1,2022-03-04
1490,2022-03-04 02:00:00,04-Mar-2022 03:00,0,Friday,2,2022-03-04
1491,2022-03-04 03:00:00,04-Mar-2022 04:00,0,Friday,3,2022-03-04
1492,2022-03-04 04:00:00,04-Mar-2022 05:00,0,Friday,4,2022-03-04
1493,2022-03-04 05:00:00,04-Mar-2022 06:00,0,Friday,5,2022-03-04
1494,2022-03-04 06:00:00,04-Mar-2022 07:00,260,Friday,6,2022-03-04
1495,2022-03-04 07:00:00,04-Mar-2022 08:00,370,Friday,7,2022-03-04
1496,2022-03-04 08:00:00,04-Mar-2022 09:00,343,Friday,8,2022-03-04
